object,image,force,mask
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713399793989.png,"[0.036, 0.024, -5.024]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713399799498_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713402426284.png,"[0.294, 0.265, -12.785]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713402428937_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713459635787.png,"[0.156, 0.244, -7.071]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713459635787_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713400573177.png,"[0.079, 0.081, -2.753]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713400584244_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713466495964.png,"[0.031, -0.104, -2.649]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713466506714_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713464477714.png,"[0.202, 0.45, -7.636]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713464477714_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713403761151.png,"[-0.045, 0.484, -9.448]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713403761151_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713453123458.png,"[0.041, 0.133, -2.783]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713453132274_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713401413261.png,"[0.329, 0.086, -12.715]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713401413261_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713384084365.png,"[0.081, 0.059, -5.876]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713384089723_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713398880202.png,"[0.083, 0.148, -5.502]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713398883007_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713454404158.png,"[-0.086, 0.012, -1.372]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713454418030_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713451057189.png,"[0.253, 0.533, -10.629]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713451057189_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713405295115.png,"[-0.209, 0.462, -12.375]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713405295115_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713465739448.png,"[0.009, 0.439, -9.18]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713465739448_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713453038907.png,"[-0.09, 0.089, -3.711]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713453047674_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713452359536.png,"[-0.088, 0.142, -5.46]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713452367598_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713452830069.png,"[-0.014, -0.006, -5.341]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713452835882_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713391454049.png,"[-0.088, 0.078, -4.473]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713391462159_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713466888131.png,"[-0.026, -0.036, -8.099]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713466890880_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713460293183.png,"[0.207, -0.122, -2.428]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713460304189_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713448600129.png,"[-0.14, 0.444, -8.321]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713448600129_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713384755245.png,"[-0.128, -0.167, -4.785]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713384763557_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713391413948.png,"[-0.048, -0.12, -5.836]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713391422158_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713466426769.png,"[0.197, 0.421, -12.561]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713466426769_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713402409409.png,"[-0.046, 0.45, -12.998]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713402409409_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713399336639.png,"[-0.058, 0.057, -4.148]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713399344804_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713400925095.png,"[0.209, 0.372, -12.034]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713400925095_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713392729442.png,"[0.103, 0.507, -11.645]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713392729442_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713390896496.png,"[0.275, 0.208, -10.649]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713390899202_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713390003796.png,"[-0.112, 0.26, -4.561]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713390012164_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713456566694.png,"[0.107, -0.095, -1.896]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713456580814_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713458994250.png,"[0.074, 0.256, -8.285]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713458994250_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713453888907.png,"[-0.075, 0.506, -9.368]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713453888907_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713454840686.png,"[0.177, 0.476, -8.022]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713454843740_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713452683350.png,"[-0.153, 0.545, -11.432]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713452683350_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713387606255.png,"[-0.149, 0.219, -7.629]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713387606255_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713391675552.png,"[-0.301, 0.224, -5.158]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713391683666_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713406308139.png,"[0.252, 0.291, -11.031]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713406308139_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713405990713.png,"[0.038, 0.073, -6.891]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713405995925_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713389226014.png,"[-0.086, -0.04, -2.232]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713389237131_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713452065466.png,"[-0.23, 0.04, -5.149]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713452073928_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713456904620.png,"[-0.153, 0.025, -1.349]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713456918841_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713383689249.png,"[0.091, 0.119, -5.084]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713383691954_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713389388014.png,"[-0.032, -0.043, -1.608]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713389396272_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713459950974.png,"[0.078, 0.379, -6.097]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713459950974_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713466561762.png,"[0.017, 0.187, -7.63]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713466567310_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713452041529.png,"[-0.137, -0.042, -3.32]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713452052995_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713454668302.png,"[0.016, 0.023, -5.033]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713454676916_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713451149558.png,"[-0.158, 0.005, -1.835]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713451164271_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713456969698.png,"[-0.032, -0.01, -2.195]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713456981264_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713454915607.png,"[-0.023, 0.047, -1.601]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713454926924_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713449891653.png,"[-0.002, -0.029, -7.594]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713449897661_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713452920760.png,"[-0.055, 0.195, -10.318]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713452920760_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713406358468.png,"[-0.18, -0.009, -5.426]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713406366382_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713466749785.png,"[0.228, 0.126, -11.905]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713466749785_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713383764972.png,"[0.111, -0.061, -1.348]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713383785357_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713452395087.png,"[0.211, -0.138, -3.571]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713452409058_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713450177374.png,"[-0.049, -0.005, -1.29]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713450191290_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713454362637.png,"[0.145, -0.086, -2.012]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713454376710_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713405340160.png,"[-0.128, -0.024, -2.38]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713405353394_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713461222137.png,"[0.247, 0.232, -7.303]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713461224888_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713452488370.png,"[-0.01, 0.427, -9.269]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713452491173_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713454719034.png,"[0.185, 0.311, -11.144]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713454719034_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713452586152.png,"[-0.045, 0.161, -5.146]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713452594664_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713402131459.png,"[-0.265, 0.319, -8.384]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713402134012_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713461234334.png,"[-0.054, 0.013, -1.775]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713461245737_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713402985628.png,"[-0.004, -0.042, -3.01]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713402993437_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713399304785.png,"[-0.056, 0.228, -14.276]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713399304785_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713451642245.png,"[-0.057, -0.132, -5.82]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713451650860_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713399322263.png,"[0.322, 0.309, -7.395]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713399322263_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713400844823.png,"[0.014, 0.365, -11.057]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713400844823_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713383922352.png,"[-0.148, -0.003, -2.864]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713383927861_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713464778948.png,"[0.007, -0.023, -1.594]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713464787296_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713464604575.png,"[0.241, 0.207, -8.373]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713464604575_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713451286815.png,"[0.059, 0.084, -8.525]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713451289670_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713404255690.png,"[-0.152, -0.031, -1.402]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713404269518_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713406288756.png,"[0.064, 0.159, -12.561]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713406288756_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713465481516.png,"[0.013, 0.155, -1.448]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713465489964_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713392890335.png,"[0.191, -0.047, -15.057]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713392890335_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713460157281.png,"[0.152, 0.26, -4.726]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713460160133_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713448627910.png,"[0.156, -0.077, -1.552]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713448636522_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713460097828.png,"[0.078, 0.605, -9.783]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713460097828_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713453317354.png,"[0.069, -0.024, -4.23]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713453320209_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713404493080.png,"[-0.019, -0.046, -1.463]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713404506600_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713465627671.png,"[-0.112, 0.187, -2.583]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713465633272_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713399587875.png,"[-0.104, -0.077, -1.82]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713399598993_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713465092772.png,"[0.145, 0.136, -4.681]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713465098370_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713387547449.png,"[0.053, 0.636, -9.378]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713387547449_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713455872135.png,"[0.056, 0.364, -11.456]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713455872135_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713450501979.png,"[-0.216, 0.276, -12.405]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713450501979_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713453684801.png,"[0.064, -0.029, -3.868]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713453687756_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713393404120.png,"[0.137, -0.08, -3.612]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713393417700_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713448910300.png,"[-0.059, 0.227, -2.977]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713448918858_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713391198316.png,"[0.333, 0.183, -9.403]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713391200972_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713457575138.png,"[-0.082, -0.04, -1.309]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713457590016_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713402907340.png,"[-0.241, 0.167, -4.52]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713402917806_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713398817388.png,"[0.142, 0.124, -5.125]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713398822998_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713400862098.png,"[0.018, 0.127, -10.781]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713400864900_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713400676141.png,"[0.298, 0.02, -4.896]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713400684405_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713460549527.png,"[0.179, 0.396, -10.906]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713460549527_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713454600032.png,"[0.021, -0.202, -2.823]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713454612250_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713457056071.png,"[0.02, -0.16, -3.751]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713457064583_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713460415799.png,"[0.014, -0.066, -1.92]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713460426755_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713390090726.png,"[0.414, 0.614, -7.437]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713390093483_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713389092174.png,"[0.011, 0.089, -7.337]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713389094876_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713393058474.png,"[-0.121, -0.033, -1.422]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713393072058_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713449227222.png,"[0.042, -0.049, -2.939]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713449235731_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713405392425.png,"[-0.187, 0.61, -14.624]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713405392425_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713455074368.png,"[0.142, -0.081, -11.154]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713455074368_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713387417819.png,"[-0.287, 0.266, -5.763]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713387423477_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713405568130.png,"[0.065, 0.281, -14.83]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713405568130_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713390953952.png,"[-0.091, -0.029, -7.689]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713390956606_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713466406371.png,"[0.052, 0.244, -11.418]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713466406371_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713390154764.png,"[-0.191, 0.318, -8.622]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713390154764_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713457406943.png,"[0.13, -0.144, -2.495]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713457420810_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713399253201.png,"[0.19, -0.126, -2.825]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713399264316_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713392861976.png,"[-0.094, 0.023, -5.799]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713392870191_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713405228982.png,"[-0.17, -0.01, -4.897]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713405234144_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713466438769.png,"[-0.031, -0.039, -4.669]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713466444067_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713451216632.png,"[0.104, -0.113, -3.543]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713451228294_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713406514058.png,"[-0.005, -0.096, -5.111]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713406519268_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713455780039.png,"[-0.05, 0.002, -4.049]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713455788352_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713393119520.png,"[-0.275, 0.015, -2.427]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713393133101_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713387813142.png,"[-0.144, 0.077, -9.225]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713387815947_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713400879569.png,"[0.171, 0.281, -6.634]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713400885078_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713399415577.png,"[0.177, 0.105, -2.146]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713399426797_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713406372644.png,"[-0.068, -0.027, -1.595]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713406385569_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713455053430.png,"[0.232, 0.171, -10.473]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713455053430_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713460175445.png,"[0.06, 0.019, -5.121]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713460181100_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713402638726.png,"[0.256, 0.027, -8.127]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713402643885_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713451660825.png,"[0.335, -0.174, -4.654]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713451672345_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713458773598.png,"[-0.028, -0.097, -3.009]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713458782410_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713401863289.png,"[0.233, 0.687, -12.336]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713401863289_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713402095292.png,"[0.0, 0.348, -11.581]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713402097898_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713405320718.png,"[-0.018, -0.022, -1.608]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713405333896_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713389694807.png,"[-0.008, 0.004, -1.993]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713389705680_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713456266094.png,"[0.581, 0.354, -10.975]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713456268848_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713453709297.png,"[-0.008, -0.19, -6.953]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713453709297_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713455190641.png,"[0.06, 0.051, -3.26]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713455196253_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713404781789.png,"[0.358, 0.272, -9.14]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713404781789_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713454310894.png,"[0.08, 0.234, -9.904]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713454313799_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713401724058.png,"[-0.051, 0.203, -9.37]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713401724058_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713465668918.png,"[0.091, 0.023, -1.732]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713465674517_depth_align.npy
Triple Cylinder,data_all/triple_cylinder7/tactile_nobg/1713398943179.png,"[0.46, -0.179, -9.429]",data_all/triple_cylinder7/depth_align_triple_cylinder7/1713398943179_depth_align.npy
