object,image,force,reference_image
Big Sphere,data_all/sphere28/tactile_nobg/1712457248400.png,"[0.043, -0.039, -4.453]",data_all/sphere28/tactile_nobg/1712457251461.png
Big Sphere,data_all/sphere28/tactile_nobg/1713927043451.png,"[-0.044, -0.021, -5.635]",data_all/sphere28/tactile_nobg/1713927034936.png
Big Sphere,data_all/sphere28/tactile_nobg/1713916544798.png,"[0.008, 0.006, -10.361]",data_all/sphere28/tactile_nobg/1713916540042.png
Big Sphere,data_all/sphere28/tactile_nobg/1713925673753.png,"[-0.187, -0.03, -5.319]",data_all/sphere28/tactile_nobg/1713925670897.png
Big Sphere,data_all/sphere28/tactile_nobg/1713915778325.png,"[0.082, 0.016, -2.71]",data_all/sphere28/tactile_nobg/1713915790390.png
Big Sphere,data_all/sphere28/tactile_nobg/1712450434310.png,"[0.313, 0.455, -7.288]",data_all/sphere28/tactile_nobg/1712450437317.png
Big Sphere,data_all/sphere28/tactile_nobg/1713919027193.png,"[0.274, 0.063, -6.385]",data_all/sphere28/tactile_nobg/1713919031952.png
Big Sphere,data_all/sphere28/tactile_nobg/1713918428993.png,"[0.074, 0.111, -3.748]",data_all/sphere28/tactile_nobg/1713918431397.png
Big Sphere,data_all/sphere28/tactile_nobg/1713919007304.png,"[-0.116, -0.267, -7.784]",data_all/sphere28/tactile_nobg/1713919009759.png
Big Sphere,data_all/sphere28/tactile_nobg/1713922179280.png,"[0.019, -0.064, -4.729]",data_all/sphere28/tactile_nobg/1713922172375.png
Big Sphere,data_all/sphere28/tactile_nobg/1713922113476.png,"[0.088, 0.038, -3.282]",data_all/sphere28/tactile_nobg/1713922124986.png
Big Sphere,data_all/sphere28/tactile_nobg/1713914967547.png,"[-0.044, 0.39, -5.278]",data_all/sphere28/tactile_nobg/1713914969950.png
Big Sphere,data_all/sphere28/tactile_nobg/1712456471058.png,"[0.002, 0.205, -8.667]",data_all/sphere28/tactile_nobg/1712456474219.png
Big Sphere,data_all/sphere28/tactile_nobg/1713927772171.png,"[0.015, -0.06, -2.819]",data_all/sphere28/tactile_nobg/1713927774924.png
Big Sphere,data_all/sphere28/tactile_nobg/1713920169403.png,"[0.051, -0.024, -7.092]",data_all/sphere28/tactile_nobg/1713920157481.png
Big Sphere,data_all/sphere28/tactile_nobg/1713925167836.png,"[-0.085, -0.084, -3.237]",data_all/sphere28/tactile_nobg/1713925165082.png
Big Sphere,data_all/sphere28/tactile_nobg/1712457519026.png,"[0.271, -0.052, -8.321]",data_all/sphere28/tactile_nobg/1712457495768.png
Big Sphere,data_all/sphere28/tactile_nobg/1713918943394.png,"[0.097, 0.338, -4.81]",data_all/sphere28/tactile_nobg/1713918938684.png
Big Sphere,data_all/sphere28/tactile_nobg/1712453737414.png,"[-0.014, -0.172, -2.637]",data_all/sphere28/tactile_nobg/1712453743681.png
Big Sphere,data_all/sphere28/tactile_nobg/1713919882383.png,"[0.23, 0.089, -6.103]",data_all/sphere28/tactile_nobg/1713919870364.png
Big Sphere,data_all/sphere28/tactile_nobg/1712452541775.png,"[-0.031, -0.115, -0.872]",data_all/sphere28/tactile_nobg/1712452565235.png
Big Sphere,data_all/sphere28/tactile_nobg/1713926201290.png,"[0.131, -0.001, -3.311]",data_all/sphere28/tactile_nobg/1713926209253.png
Big Sphere,data_all/sphere28/tactile_nobg/1712455732832.png,"[0.072, 0.032, -1.209]",data_all/sphere28/tactile_nobg/1712455735889.png
Big Sphere,data_all/sphere28/tactile_nobg/1713919163500.png,"[-0.008, -0.076, -7.334]",data_all/sphere28/tactile_nobg/1713919158840.png
Big Sphere,data_all/sphere28/tactile_nobg/1712455158479.png,"[-0.239, -0.058, -5.59]",data_all/sphere28/tactile_nobg/1712455161387.png
Big Sphere,data_all/sphere28/tactile_nobg/1713917872688.png,"[0.04, 0.316, -5.939]",data_all/sphere28/tactile_nobg/1713917879747.png
Big Sphere,data_all/sphere28/tactile_nobg/1713925406363.png,"[0.078, -0.019, -3.197]",data_all/sphere28/tactile_nobg/1713925417677.png
Big Sphere,data_all/sphere28/tactile_nobg/1713915824845.png,"[0.085, 0.189, -4.264]",data_all/sphere28/tactile_nobg/1713915822442.png
Big Sphere,data_all/sphere28/tactile_nobg/1713920006505.png,"[-0.01, -0.149, -4.222]",data_all/sphere28/tactile_nobg/1713920001698.png
Big Sphere,data_all/sphere28/tactile_nobg/1713922442562.png,"[0.507, 0.255, -9.811]",data_all/sphere28/tactile_nobg/1713922437957.png
Big Sphere,data_all/sphere28/tactile_nobg/1713919964935.png,"[0.139, 0.1, -3.098]",data_all/sphere28/tactile_nobg/1713919957772.png
Big Sphere,data_all/sphere28/tactile_nobg/1713927302314.png,"[0.007, -0.01, -3.763]",data_all/sphere28/tactile_nobg/1713927299509.png
Big Sphere,data_all/sphere28/tactile_nobg/1713927845112.png,"[-0.051, -0.131, -1.844]",data_all/sphere28/tactile_nobg/1713927847916.png
Big Sphere,data_all/sphere28/tactile_nobg/1712179490082.png,"[-0.071, -0.088, -1.818]",data_all/sphere28/tactile_nobg/1712179493192.png
Big Sphere,data_all/sphere28/tactile_nobg/1713916368261.png,"[0.163, -0.328, -8.101]",data_all/sphere28/tactile_nobg/1713916358900.png
Big Sphere,data_all/sphere28/tactile_nobg/1713917796462.png,"[-0.069, 0.186, -11.583]",data_all/sphere28/tactile_nobg/1713917789199.png
Big Sphere,data_all/sphere28/tactile_nobg/1713919818966.png,"[0.127, -0.115, -7.819]",data_all/sphere28/tactile_nobg/1713919814207.png
Big Sphere,data_all/sphere28/tactile_nobg/1713922939285.png,"[-0.011, 0.191, -4.869]",data_all/sphere28/tactile_nobg/1713922927370.png
Big Sphere,data_all/sphere28/tactile_nobg/1713924374272.png,"[0.254, 0.255, -12.948]",data_all/sphere28/tactile_nobg/1713924360250.png
Big Sphere,data_all/sphere28/tactile_nobg/1713920226507.png,"[-0.112, 0.48, -7.727]",data_all/sphere28/tactile_nobg/1713920224102.png
Big Sphere,data_all/sphere28/tactile_nobg/1713922622336.png,"[-0.246, 0.305, -5.379]",data_all/sphere28/tactile_nobg/1713922617832.png
Big Sphere,data_all/sphere28/tactile_nobg/1712455799780.png,"[0.124, 0.586, -8.852]",data_all/sphere28/tactile_nobg/1712455787541.png
Big Sphere,data_all/sphere28/tactile_nobg/1713926415129.png,"[-0.345, -0.109, -7.363]",data_all/sphere28/tactile_nobg/1713926407168.png
Big Sphere,data_all/sphere28/tactile_nobg/1713916337471.png,"[0.015, -0.121, -3.648]",data_all/sphere28/tactile_nobg/1713916335119.png
Big Sphere,data_all/sphere28/tactile_nobg/1713918021121.png,"[-0.097, 0.097, -4.755]",data_all/sphere28/tactile_nobg/1713918018767.png
Big Sphere,data_all/sphere28/tactile_nobg/1713918089741.png,"[0.11, 0.415, -6.011]",data_all/sphere28/tactile_nobg/1713918077570.png
Big Sphere,data_all/sphere28/tactile_nobg/1713921821926.png,"[-0.015, 0.151, -4.943]",data_all/sphere28/tactile_nobg/1713921819673.png
Big Sphere,data_all/sphere28/tactile_nobg/1713920880050.png,"[0.113, 0.14, -4.85]",data_all/sphere28/tactile_nobg/1713920873093.png
Big Sphere,data_all/sphere28/tactile_nobg/1712454790623.png,"[0.123, -0.057, -1.621]",data_all/sphere28/tactile_nobg/1712454802609.png
Big Sphere,data_all/sphere28/tactile_nobg/1713922660318.png,"[-0.017, 0.037, -3.25]",data_all/sphere28/tactile_nobg/1713922664873.png
Big Sphere,data_all/sphere28/tactile_nobg/1712452115241.png,"[-0.002, -0.006, -0.004]",data_all/sphere28/tactile_nobg/1712452124470.png
Big Sphere,data_all/sphere28/tactile_nobg/1713918669914.png,"[0.097, -0.01, -3.27]",data_all/sphere28/tactile_nobg/1713918681935.png
Big Sphere,data_all/sphere28/tactile_nobg/1713919707047.png,"[0.249, 0.144, -5.153]",data_all/sphere28/tactile_nobg/1713919702288.png
Big Sphere,data_all/sphere28/tactile_nobg/1713917833522.png,"[0.035, 0.229, -6.777]",data_all/sphere28/tactile_nobg/1713917826259.png
Big Sphere,data_all/sphere28/tactile_nobg/1713915608417.png,"[0.022, 0.21, -5.984]",data_all/sphere28/tactile_nobg/1713915618128.png
Big Sphere,data_all/sphere28/tactile_nobg/1713921203928.png,"[0.055, 0.305, -8.485]",data_all/sphere28/tactile_nobg/1713921192064.png
Big Sphere,data_all/sphere28/tactile_nobg/1713919671068.png,"[0.049, -0.019, -1.487]",data_all/sphere28/tactile_nobg/1713919673423.png
Big Sphere,data_all/sphere28/tactile_nobg/1713918638201.png,"[0.273, 0.442, -8.0]",data_all/sphere28/tactile_nobg/1713918628732.png
Big Sphere,data_all/sphere28/tactile_nobg/1713917672139.png,"[0.022, 0.141, -3.711]",data_all/sphere28/tactile_nobg/1713917684108.png
Big Sphere,data_all/sphere28/tactile_nobg/1712457099318.png,"[-0.11, -0.11, -9.911]",data_all/sphere28/tactile_nobg/1712457102327.png
Big Sphere,data_all/sphere28/tactile_nobg/1713923153387.png,"[-0.144, 0.208, -4.546]",data_all/sphere28/tactile_nobg/1713923143928.png
Big Sphere,data_all/sphere28/tactile_nobg/1713918302362.png,"[0.113, 0.174, -3.581]",data_all/sphere28/tactile_nobg/1713918297553.png
Big Sphere,data_all/sphere28/tactile_nobg/1713924801703.png,"[0.154, -0.016, -3.832]",data_all/sphere28/tactile_nobg/1713924810212.png
Big Sphere,data_all/sphere28/tactile_nobg/1713925507812.png,"[-0.073, 0.091, -1.947]",data_all/sphere28/tactile_nobg/1713925521534.png
Big Sphere,data_all/sphere28/tactile_nobg/1712457115562.png,"[0.029, 0.01, -0.817]",data_all/sphere28/tactile_nobg/1712457138871.png
Big Sphere,data_all/sphere28/tactile_nobg/1713921466090.png,"[-0.115, -0.131, -11.292]",data_all/sphere28/tactile_nobg/1713921454374.png
Big Sphere,data_all/sphere28/tactile_nobg/1713915427725.png,"[-0.012, 0.159, -3.239]",data_all/sphere28/tactile_nobg/1713915425222.png
Big Sphere,data_all/sphere28/tactile_nobg/1712453427013.png,"[0.067, -0.065, -6.657]",data_all/sphere28/tactile_nobg/1712453409063.png
Big Sphere,data_all/sphere28/tactile_nobg/1713922915302.png,"[0.106, 0.221, -4.312]",data_all/sphere28/tactile_nobg/1713922908292.png
Big Sphere,data_all/sphere28/tactile_nobg/1712455950450.png,"[-0.056, 0.251, -5.789]",data_all/sphere28/tactile_nobg/1712455938363.png
Big Sphere,data_all/sphere28/tactile_nobg/1713917855510.png,"[0.083, 0.432, -7.022]",data_all/sphere28/tactile_nobg/1713917857964.png
Big Sphere,data_all/sphere28/tactile_nobg/1713923883707.png,"[0.046, 0.043, -3.811]",data_all/sphere28/tactile_nobg/1713923886010.png
Big Sphere,data_all/sphere28/tactile_nobg/1713915021507.png,"[-0.173, 0.164, -1.443]",data_all/sphere28/tactile_nobg/1712449466138.png
Big Sphere,data_all/sphere28/tactile_nobg/1713927979365.png,"[0.107, -0.085, -2.197]",data_all/sphere28/tactile_nobg/1713927976613.png
Big Sphere,data_all/sphere28/tactile_nobg/1713921023716.png,"[-0.01, 0.143, -3.552]",data_all/sphere28/tactile_nobg/1713921028423.png
Big Sphere,data_all/sphere28/tactile_nobg/1713920589118.png,"[0.022, 0.01, -2.305]",data_all/sphere28/tactile_nobg/1713920593823.png
Big Sphere,data_all/sphere28/tactile_nobg/1713927393892.png,"[0.025, -0.072, -8.666]",data_all/sphere28/tactile_nobg/1713927380121.png
Big Sphere,data_all/sphere28/tactile_nobg/1713920314560.png,"[-0.014, 0.246, -4.587]",data_all/sphere28/tactile_nobg/1713920316914.png
Big Sphere,data_all/sphere28/tactile_nobg/1713927699534.png,"[-0.078, 0.317, -5.375]",data_all/sphere28/tactile_nobg/1713927694027.png
Big Sphere,data_all/sphere28/tactile_nobg/1713927351380.png,"[-0.119, -0.04, -2.75]",data_all/sphere28/tactile_nobg/1713927348675.png
Big Sphere,data_all/sphere28/tactile_nobg/1713915674646.png,"[-0.04, 0.339, -4.61]",data_all/sphere28/tactile_nobg/1713915679403.png
Big Sphere,data_all/sphere28/tactile_nobg/1713917530872.png,"[-0.016, 0.316, -8.145]",data_all/sphere28/tactile_nobg/1713917523710.png
Big Sphere,data_all/sphere28/tactile_nobg/1712449824140.png,"[-0.029, 0.128, -4.715]",data_all/sphere28/tactile_nobg/1712449809606.png
Big Sphere,data_all/sphere28/tactile_nobg/1713927328000.png,"[-0.097, -0.077, -3.531]",data_all/sphere28/tactile_nobg/1713927322492.png
Big Sphere,data_all/sphere28/tactile_nobg/1713915344885.png,"[-0.113, 0.034, -4.704]",data_all/sphere28/tactile_nobg/1713915347288.png
Big Sphere,data_all/sphere28/tactile_nobg/1713923372089.png,"[-0.016, 0.162, -6.12]",data_all/sphere28/tactile_nobg/1713923367435.png
Big Sphere,data_all/sphere28/tactile_nobg/1713922003048.png,"[0.065, -0.062, -1.935]",data_all/sphere28/tactile_nobg/1713922019065.png
Big Sphere,data_all/sphere28/tactile_nobg/1713921855271.png,"[0.252, -0.063, -3.157]",data_all/sphere28/tactile_nobg/1713921864432.png
Big Sphere,data_all/sphere28/tactile_nobg/1713920918592.png,"[0.095, 0.25, -3.9]",data_all/sphere28/tactile_nobg/1713920923396.png
Big Sphere,data_all/sphere28/tactile_nobg/1713919177777.png,"[0.074, -0.189, -5.4]",data_all/sphere28/tactile_nobg/1713919175522.png
Big Sphere,data_all/sphere28/tactile_nobg/1712452462726.png,"[-0.026, -0.048, -1.76]",data_all/sphere28/tactile_nobg/1712452459467.png
Big Sphere,data_all/sphere28/tactile_nobg/1713927203218.png,"[0.234, 0.204, -5.616]",data_all/sphere28/tactile_nobg/1713927208676.png
Big Sphere,data_all/sphere28/tactile_nobg/1713924556280.png,"[0.052, 0.22, -5.05]",data_all/sphere28/tactile_nobg/1713924553475.png
Big Sphere,data_all/sphere28/tactile_nobg/1712450481213.png,"[0.219, 0.592, -12.655]",data_all/sphere28/tactile_nobg/1712450463974.png
Big Sphere,data_all/sphere28/tactile_nobg/1713926468741.png,"[-0.206, 0.353, -7.882]",data_all/sphere28/tactile_nobg/1713926455575.png
Big Sphere,data_all/sphere28/tactile_nobg/1713918148635.png,"[-0.008, 0.084, -3.7]",data_all/sphere28/tactile_nobg/1713918146231.png
Big Sphere,data_all/sphere28/tactile_nobg/1713927220743.png,"[-0.126, -0.049, -2.757]",data_all/sphere28/tactile_nobg/1713927232008.png
Big Sphere,data_all/sphere28/tactile_nobg/1713926700435.png,"[-0.102, -0.225, -3.981]",data_all/sphere28/tactile_nobg/1713926714558.png
Big Sphere,data_all/sphere28/tactile_nobg/1713922075783.png,"[0.168, 0.007, -5.158]",data_all/sphere28/tactile_nobg/1713922066572.png
Big Sphere,data_all/sphere28/tactile_nobg/1713915082440.png,"[-0.104, 0.34, -6.661]",data_all/sphere28/tactile_nobg/1713915070421.png
Big Sphere,data_all/sphere28/tactile_nobg/1713921614831.png,"[-0.002, -0.063, -8.249]",data_all/sphere28/tactile_nobg/1713921610125.png
Big Sphere,data_all/sphere28/tactile_nobg/1712454276887.png,"[-0.002, -0.058, -3.657]",data_all/sphere28/tactile_nobg/1712454292690.png
Big Sphere,data_all/sphere28/tactile_nobg/1713923852189.png,"[0.2, 0.416, -11.488]",data_all/sphere28/tactile_nobg/1713923842831.png
Big Sphere,data_all/sphere28/tactile_nobg/1712452897897.png,"[-0.071, 0.008, -3.95]",data_all/sphere28/tactile_nobg/1712452891331.png
Big Sphere,data_all/sphere28/tactile_nobg/1712179811998.png,"[0.105, -0.004, -2.896]",data_all/sphere28/tactile_nobg/1712179821422.png
Big Sphere,data_all/sphere28/tactile_nobg/1712454018876.png,"[0.031, -0.111, -2.098]",data_all/sphere28/tactile_nobg/1712454015365.png
Big Sphere,data_all/sphere28/tactile_nobg/1713923266298.png,"[0.138, 0.527, -8.578]",data_all/sphere28/tactile_nobg/1713923251925.png
Big Sphere,data_all/sphere28/tactile_nobg/1713923338653.png,"[-0.002, 0.07, -2.136]",data_all/sphere28/tactile_nobg/1713923345763.png
Big Sphere,data_all/sphere28/tactile_nobg/1713926740896.png,"[0.398, 0.408, -10.264]",data_all/sphere28/tactile_nobg/1713926732584.png
Big Sphere,data_all/sphere28/tactile_nobg/1713922090098.png,"[0.015, 0.02, -3.306]",data_all/sphere28/tactile_nobg/1713922096957.png
Big Sphere,data_all/sphere28/tactile_nobg/1712451384710.png,"[0.046, -0.067, -2.691]",data_all/sphere28/tactile_nobg/1712451387619.png
Big Sphere,data_all/sphere28/tactile_nobg/1713918838297.png,"[0.47, 0.504, -11.014]",data_all/sphere28/tactile_nobg/1713918831183.png
Big Sphere,data_all/sphere28/tactile_nobg/1712452928181.png,"[0.107, -0.019, -2.152]",data_all/sphere28/tactile_nobg/1712452921711.png
Big Sphere,data_all/sphere28/tactile_nobg/1713923581297.png,"[0.044, 0.065, -3.822]",data_all/sphere28/tactile_nobg/1713923590659.png
Big Sphere,data_all/sphere28/tactile_nobg/1713926104753.png,"[-0.122, -0.005, -4.488]",data_all/sphere28/tactile_nobg/1713926102149.png
Big Sphere,data_all/sphere28/tactile_nobg/1713925914584.png,"[-0.12, 0.022, -11.363]",data_all/sphere28/tactile_nobg/1713925909078.png
Big Sphere,data_all/sphere28/tactile_nobg/1713919073682.png,"[0.111, 0.06, -7.67]",data_all/sphere28/tactile_nobg/1713919078440.png
Big Sphere,data_all/sphere28/tactile_nobg/1712180152814.png,"[-0.007, 0.008, 0.039]",data_all/sphere28/tactile_nobg/1712180165746.png
Big Sphere,data_all/sphere28/tactile_nobg/1713925042376.png,"[0.268, 0.065, -4.279]",data_all/sphere28/tactile_nobg/1713925034117.png
Big Sphere,data_all/sphere28/tactile_nobg/1712452973008.png,"[0.035, -0.002, -1.687]",data_all/sphere28/tactile_nobg/1712452969800.png
Big Sphere,data_all/sphere28/tactile_nobg/1713920813432.png,"[-0.066, 0.072, -6.049]",data_all/sphere28/tactile_nobg/1713920811079.png
Big Sphere,data_all/sphere28/tactile_nobg/1713927926804.png,"[-0.07, -0.024, -2.946]",data_all/sphere28/tactile_nobg/1713927938118.png
Big Sphere,data_all/sphere28/tactile_nobg/1712450018256.png,"[0.058, 0.326, -6.24]",data_all/sphere28/tactile_nobg/1712179418726.png
Big Sphere,data_all/sphere28/tactile_nobg/1713921552550.png,"[0.234, 0.491, -7.833]",data_all/sphere28/tactile_nobg/1713921540784.png
Big Sphere,data_all/sphere28/tactile_nobg/1713927534181.png,"[-0.057, -0.125, -3.329]",data_all/sphere28/tactile_nobg/1713927539686.png
Big Sphere,data_all/sphere28/tactile_nobg/1713916777286.png,"[0.53, 0.249, -9.435]",data_all/sphere28/tactile_nobg/1713916774935.png
Big Sphere,data_all/sphere28/tactile_nobg/1713924397706.png,"[0.157, 0.122, -7.679]",data_all/sphere28/tactile_nobg/1713924391948.png
Big Sphere,data_all/sphere28/tactile_nobg/1713923064331.png,"[0.206, 0.153, -5.062]",data_all/sphere28/tactile_nobg/1713923059576.png
Big Sphere,data_all/sphere28/tactile_nobg/1713917263170.png,"[0.007, 0.09, -5.066]",data_all/sphere28/tactile_nobg/1713917253655.png
Big Sphere,data_all/sphere28/tactile_nobg/1712453208348.png,"[-0.0, 0.034, -1.095]",data_all/sphere28/tactile_nobg/1712453226503.png
Big Sphere,data_all/sphere28/tactile_nobg/1713921141255.png,"[0.07, 0.402, -8.769]",data_all/sphere28/tactile_nobg/1713921138903.png
Big Sphere,data_all/sphere28/tactile_nobg/1713923905277.png,"[0.097, 0.101, -3.549]",data_all/sphere28/tactile_nobg/1713923909931.png
Big Sphere,data_all/sphere28/tactile_nobg/1713918055482.png,"[0.068, -0.006, -1.964]",data_all/sphere28/tactile_nobg/1713918065099.png
Big Sphere,data_all/sphere28/tactile_nobg/1712453469679.png,"[-0.103, -0.104, -8.563]",data_all/sphere28/tactile_nobg/1712453445415.png
Big Sphere,data_all/sphere28/tactile_nobg/1713922348698.png,"[0.108, 0.075, -5.33]",data_all/sphere28/tactile_nobg/1713922353253.png
Big Sphere,data_all/sphere28/tactile_nobg/1712453671835.png,"[0.066, 0.216, -8.677]",data_all/sphere28/tactile_nobg/1712453659904.png
Big Sphere,data_all/sphere28/tactile_nobg/1713915573586.png,"[0.577, 0.828, -10.017]",data_all/sphere28/tactile_nobg/1713915556968.png
Big Sphere,data_all/sphere28/tactile_nobg/1713920957181.png,"[0.047, 0.128, -2.687]",data_all/sphere28/tactile_nobg/1713920968895.png
Big Sphere,data_all/sphere28/tactile_nobg/1713926688268.png,"[-0.178, 0.215, -8.493]",data_all/sphere28/tactile_nobg/1713926677154.png
Big Sphere,data_all/sphere28/tactile_nobg/1713920837263.png,"[-0.084, 0.099, -7.392]",data_all/sphere28/tactile_nobg/1713920834859.png
Big Sphere,data_all/sphere28/tactile_nobg/1713919658838.png,"[0.161, 0.024, -5.62]",data_all/sphere28/tactile_nobg/1713919666007.png
Big Sphere,data_all/sphere28/tactile_nobg/1712453387448.png,"[0.02, 0.051, -5.602]",data_all/sphere28/tactile_nobg/1712453384589.png
Big Sphere,data_all/sphere28/tactile_nobg/1713919991681.png,"[0.115, 0.049, -6.646]",data_all/sphere28/tactile_nobg/1713919977306.png
Big Sphere,data_all/sphere28/tactile_nobg/1713926430046.png,"[0.159, 0.004, -3.549]",data_all/sphere28/tactile_nobg/1713926440659.png
Big Sphere,data_all/sphere28/tactile_nobg/1713919926115.png,"[0.202, 0.219, -6.482]",data_all/sphere28/tactile_nobg/1713919916448.png
Big Sphere,data_all/sphere28/tactile_nobg/1712457350990.png,"[0.005, -0.034, -0.766]",data_all/sphere28/tactile_nobg/1712457353748.png
Big Sphere,data_all/sphere28/tactile_nobg/1713918501929.png,"[-0.089, 0.084, -6.225]",data_all/sphere28/tactile_nobg/1713918497070.png
Big Sphere,data_all/sphere28/tactile_nobg/1713923405724.png,"[-0.07, 0.023, -2.599]",data_all/sphere28/tactile_nobg/1713923410431.png
Big Sphere,data_all/sphere28/tactile_nobg/1712451852152.png,"[0.125, -0.026, -3.59]",data_all/sphere28/tactile_nobg/1712180472657.png
Big Sphere,data_all/sphere28/tactile_nobg/1713916463796.png,"[0.082, 0.024, -2.347]",data_all/sphere28/tactile_nobg/1713916471155.png
Big Sphere,data_all/sphere28/tactile_nobg/1712455876571.png,"[0.136, 0.1, -9.394]",data_all/sphere28/tactile_nobg/1712455851941.png
Big Sphere,data_all/sphere28/tactile_nobg/1712452696947.png,"[0.062, 0.45, -8.027]",data_all/sphere28/tactile_nobg/1712452674129.png
Big Sphere,data_all/sphere28/tactile_nobg/1713916815380.png,"[0.158, 0.164, -5.199]",data_all/sphere28/tactile_nobg/1713916808373.png
Big Sphere,data_all/sphere28/tactile_nobg/1712452528291.png,"[-0.078, 0.306, -13.305]",data_all/sphere28/tactile_nobg/1712452519016.png
Big Sphere,data_all/sphere28/tactile_nobg/1713917019339.png,"[0.278, 0.08, -7.746]",data_all/sphere28/tactile_nobg/1713917012028.png
Big Sphere,data_all/sphere28/tactile_nobg/1712450919446.png,"[-0.038, -0.007, -1.328]",data_all/sphere28/tactile_nobg/1712450933978.png
Big Sphere,data_all/sphere28/tactile_nobg/1713926537194.png,"[-0.292, 0.065, -6.027]",data_all/sphere28/tactile_nobg/1713926550317.png
Big Sphere,data_all/sphere28/tactile_nobg/1713920782630.png,"[-0.012, 0.041, -1.969]",data_all/sphere28/tactile_nobg/1713920792046.png
Big Sphere,data_all/sphere28/tactile_nobg/1712453978155.png,"[-0.041, -0.107, -3.381]",data_all/sphere28/tactile_nobg/1712453981114.png
Big Sphere,data_all/sphere28/tactile_nobg/1712449534292.png,"[0.008, -0.004, 0.045]",data_all/sphere28/tactile_nobg/1712449545822.png
Big Sphere,data_all/sphere28/tactile_nobg/1713923172712.png,"[0.02, 0.124, -3.945]",data_all/sphere28/tactile_nobg/1713923182072.png
Big Sphere,data_all/sphere28/tactile_nobg/1713925112711.png,"[-0.049, -0.062, -1.895]",data_all/sphere28/tactile_nobg/1713925118267.png
Big Sphere,data_all/sphere28/tactile_nobg/1713924135345.png,"[-0.19, 0.222, -11.721]",data_all/sphere28/tactile_nobg/1713924124479.png
Big Sphere,data_all/sphere28/tactile_nobg/1713923001862.png,"[-0.009, 0.047, -3.24]",data_all/sphere28/tactile_nobg/1713922999511.png
Big Sphere,data_all/sphere28/tactile_nobg/1713922151207.png,"[0.038, 0.008, -1.83]",data_all/sphere28/tactile_nobg/1713922165019.png
Big Sphere,data_all/sphere28/tactile_nobg/1712454958757.png,"[-0.136, 0.17, -4.223]",data_all/sphere28/tactile_nobg/1712454967735.png
Big Sphere,data_all/sphere28/tactile_nobg/1712453185934.png,"[-0.122, -0.098, -6.281]",data_all/sphere28/tactile_nobg/1712453192050.png
Big Sphere,data_all/sphere28/tactile_nobg/1713916187070.png,"[0.181, 0.121, -4.858]",data_all/sphere28/tactile_nobg/1713916189373.png
Big Sphere,data_all/sphere28/tactile_nobg/1713927908834.png,"[0.25, 0.174, -4.984]",data_all/sphere28/tactile_nobg/1713927905980.png
Big Sphere,data_all/sphere28/tactile_nobg/1712455601962.png,"[-0.097, 0.277, -11.151]",data_all/sphere28/tactile_nobg/1712455584061.png
Big Sphere,data_all/sphere28/tactile_nobg/1712456776617.png,"[0.062, -0.016, -2.812]",data_all/sphere28/tactile_nobg/1712456782632.png
Big Sphere,data_all/sphere28/tactile_nobg/1713918904321.png,"[0.195, 0.335, -9.483]",data_all/sphere28/tactile_nobg/1713918901918.png
Big Sphere,data_all/sphere28/tactile_nobg/1713915371664.png,"[0.186, 0.67, -9.257]",data_all/sphere28/tactile_nobg/1713915364555.png
Big Sphere,data_all/sphere28/tactile_nobg/1712450767330.png,"[0.047, 0.085, -1.635]",data_all/sphere28/tactile_nobg/1712179862177.png
Big Sphere,data_all/sphere28/tactile_nobg/1713924106910.png,"[0.082, 0.104, -9.752]",data_all/sphere28/tactile_nobg/1713924101452.png
Big Sphere,data_all/sphere28/tactile_nobg/1713921062115.png,"[-0.056, -0.039, -2.5]",data_all/sphere28/tactile_nobg/1713921066772.png
Big Sphere,data_all/sphere28/tactile_nobg/1712450363641.png,"[-0.141, -0.017, -9.846]",data_all/sphere28/tactile_nobg/1712450352064.png
Big Sphere,data_all/sphere28/tactile_nobg/1713915330169.png,"[-0.195, 0.078, -9.063]",data_all/sphere28/tactile_nobg/1713915320458.png
Big Sphere,data_all/sphere28/tactile_nobg/1712179102586.png,"[-0.158, 0.245, -7.661]",data_all/sphere28/tactile_nobg/1712449424996.png
Big Sphere,data_all/sphere28/tactile_nobg/1712457210352.png,"[0.186, 0.033, -6.619]",data_all/sphere28/tactile_nobg/1712457201177.png
Big Sphere,data_all/sphere28/tactile_nobg/1713925391542.png,"[0.14, 0.016, -9.177]",data_all/sphere28/tactile_nobg/1713925385986.png
Big Sphere,data_all/sphere28/tactile_nobg/1713919794768.png,"[0.007, 0.139, -5.837]",data_all/sphere28/tactile_nobg/1713919785249.png
Big Sphere,data_all/sphere28/tactile_nobg/1713923489678.png,"[0.024, 0.046, -2.626]",data_all/sphere28/tactile_nobg/1713923501489.png
Big Sphere,data_all/sphere28/tactile_nobg/1713923278465.png,"[0.031, 0.118, -2.713]",data_all/sphere28/tactile_nobg/1713923273808.png
Big Sphere,data_all/sphere28/tactile_nobg/1713921932213.png,"[0.111, 0.197, -6.259]",data_all/sphere28/tactile_nobg/1713921918498.png
Big Sphere,data_all/sphere28/tactile_nobg/1713922958558.png,"[-0.069, 0.147, -4.301]",data_all/sphere28/tactile_nobg/1713922960863.png
Big Sphere,data_all/sphere28/tactile_nobg/1713926308182.png,"[-0.264, 0.209, -4.551]",data_all/sphere28/tactile_nobg/1713926316095.png
